model,root,side,language,coef,stance,count,total,parsed,parse_rate,proportion_total,proportion_parsed,mean_choice
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,left,de,4.0,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.8225806451612904
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,left,de,4.0,agree,0,62,62,1.0,0.0,0.0,0.8225806451612904
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,left,de,4.0,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,0.8225806451612904
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,left,de,4.0,unparsed,0,62,62,1.0,0.0,,0.8225806451612904
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.0,strongly disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,1.1451612903225807
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.0,disagree,28,62,62,1.0,0.45161290322580644,0.45161290322580644,1.1451612903225807
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.0,agree,14,62,62,1.0,0.22580645161290322,0.22580645161290322,1.1451612903225807
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.0,strongly agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1451612903225807
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.0,unparsed,0,62,62,1.0,0.0,,1.1451612903225807
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.8,strongly disagree,13,62,62,1.0,0.20967741935483872,0.20967741935483872,1.1612903225806452
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.8,disagree,30,62,62,1.0,0.4838709677419355,0.4838709677419355,1.1612903225806452
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.8,agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,1.1612903225806452
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.8,strongly agree,4,62,62,1.0,0.06451612903225806,0.06451612903225806,1.1612903225806452
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,0.8,unparsed,0,62,62,1.0,0.0,,1.1612903225806452
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,1.5,strongly disagree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,1.5,disagree,31,62,62,1.0,0.5,0.5,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,1.5,agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,1.5,strongly agree,4,62,62,1.0,0.06451612903225806,0.06451612903225806,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,1.5,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,2.5,strongly disagree,9,62,62,1.0,0.14516129032258066,0.14516129032258066,1.2258064516129032
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,2.5,disagree,34,62,62,1.0,0.5483870967741935,0.5483870967741935,1.2258064516129032
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,2.5,agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,1.2258064516129032
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,2.5,strongly agree,4,62,62,1.0,0.06451612903225806,0.06451612903225806,1.2258064516129032
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,2.5,unparsed,0,62,62,1.0,0.0,,1.2258064516129032
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,4.0,strongly disagree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,1.2419354838709677
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,4.0,disagree,36,62,62,1.0,0.5806451612903226,0.5806451612903226,1.2419354838709677
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,4.0,agree,16,62,62,1.0,0.25806451612903225,0.25806451612903225,1.2419354838709677
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,4.0,strongly agree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,1.2419354838709677
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,en,4.0,unparsed,0,62,62,1.0,0.0,,1.2419354838709677
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.0,strongly disagree,10,62,62,1.0,0.16129032258064516,0.16129032258064516,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.0,disagree,36,62,62,1.0,0.5806451612903226,0.5806451612903226,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.0,agree,11,62,62,1.0,0.1774193548387097,0.1774193548387097,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.0,strongly agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.0,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.8,strongly disagree,10,62,62,1.0,0.16129032258064516,0.16129032258064516,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.8,disagree,36,62,62,1.0,0.5806451612903226,0.5806451612903226,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.8,agree,11,62,62,1.0,0.1774193548387097,0.1774193548387097,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.8,strongly agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,0.8,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,1.5,strongly disagree,10,62,62,1.0,0.16129032258064516,0.16129032258064516,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,1.5,disagree,36,62,62,1.0,0.5806451612903226,0.5806451612903226,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,1.5,agree,11,62,62,1.0,0.1774193548387097,0.1774193548387097,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,1.5,strongly agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,1.5,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,2.5,strongly disagree,10,62,62,1.0,0.16129032258064516,0.16129032258064516,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,2.5,disagree,36,62,62,1.0,0.5806451612903226,0.5806451612903226,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,2.5,agree,11,62,62,1.0,0.1774193548387097,0.1774193548387097,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,2.5,strongly agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,2.5,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,4.0,strongly disagree,9,62,62,1.0,0.14516129032258066,0.14516129032258066,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,4.0,disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,4.0,agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,4.0,strongly agree,4,62,62,1.0,0.06451612903225806,0.06451612903225806,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,it,4.0,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.0,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.0,disagree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.0,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.0,strongly agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.0,unparsed,0,62,62,1.0,0.0,,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.8,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.8,disagree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.8,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.8,strongly agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,0.8,unparsed,0,62,62,1.0,0.0,,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,1.5,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,1.5,disagree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,1.5,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,1.5,strongly agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,1.5,unparsed,0,62,62,1.0,0.0,,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,2.5,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,2.5,disagree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,2.5,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,2.5,strongly agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,2.5,unparsed,0,62,62,1.0,0.0,,0.9032258064516129
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,4.0,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.9193548387096774
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,4.0,disagree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,0.9193548387096774
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,4.0,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.9193548387096774
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,4.0,strongly agree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.9193548387096774
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,fr,4.0,unparsed,0,62,62,1.0,0.0,,0.9193548387096774
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.0,strongly disagree,18,62,62,1.0,0.2903225806451613,0.2903225806451613,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.0,disagree,27,62,62,1.0,0.43548387096774194,0.43548387096774194,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.0,agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.0,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.0,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.8,strongly disagree,18,62,62,1.0,0.2903225806451613,0.2903225806451613,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.8,disagree,27,62,62,1.0,0.43548387096774194,0.43548387096774194,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.8,agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.8,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,0.8,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,1.5,strongly disagree,18,62,62,1.0,0.2903225806451613,0.2903225806451613,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,1.5,disagree,27,62,62,1.0,0.43548387096774194,0.43548387096774194,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,1.5,agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,1.5,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,1.5,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,2.5,strongly disagree,18,62,62,1.0,0.2903225806451613,0.2903225806451613,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,2.5,disagree,27,62,62,1.0,0.43548387096774194,0.43548387096774194,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,2.5,agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,2.5,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,2.5,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,4.0,strongly disagree,18,62,62,1.0,0.2903225806451613,0.2903225806451613,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,4.0,disagree,27,62,62,1.0,0.43548387096774194,0.43548387096774194,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,4.0,agree,5,62,62,1.0,0.08064516129032258,0.08064516129032258,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,4.0,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,es,4.0,unparsed,0,62,62,1.0,0.0,,1.1774193548387097
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.0,strongly disagree,46,62,62,1.0,0.7419354838709677,0.7419354838709677,0.6612903225806451
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.0,disagree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,0.6612903225806451
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.0,agree,1,62,62,1.0,0.016129032258064516,0.016129032258064516,0.6612903225806451
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.0,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,0.6612903225806451
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.0,unparsed,0,62,62,1.0,0.0,,0.6612903225806451
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.8,strongly disagree,45,62,62,1.0,0.7258064516129032,0.7258064516129032,0.7096774193548387
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.8,disagree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,0.7096774193548387
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.8,agree,1,62,62,1.0,0.016129032258064516,0.016129032258064516,0.7096774193548387
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.8,strongly agree,13,62,62,1.0,0.20967741935483872,0.20967741935483872,0.7096774193548387
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,0.8,unparsed,0,62,62,1.0,0.0,,0.7096774193548387
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,1.5,strongly disagree,45,62,62,1.0,0.7258064516129032,0.7258064516129032,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,1.5,disagree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,1.5,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,1.5,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,1.5,unparsed,0,62,62,1.0,0.0,,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,2.5,strongly disagree,45,62,62,1.0,0.7258064516129032,0.7258064516129032,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,2.5,disagree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,0.6935483870967742
