pair_id,topic,group,ideology,text,prompt
40,childcare,gender_and_sexuality,left,"Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children.","Do you agree or disagree with the following statement?
Statement: Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children.
Answer:"
40,childcare,gender_and_sexuality,right,"Childcare decisions should be left to families, not the government. Federal childcare programs are expensive, one-size-fits-all, and undermine parental choice. Tax credits and flexible work policies are better solutions.","Do you agree or disagree with the following statement?
Statement: Childcare decisions should be left to families, not the government. Federal childcare programs are expensive, one-size-fits-all, and undermine parental choice. Tax credits and flexible work policies are better solutions.
Answer:"
41,green_subsidies,science_and_environment,left,"Government subsidies for renewable energy are essential investments in our future. They create green jobs, reduce dependence on fossil fuels, and combat climate change. The transition to clean energy needs public support.","Do you agree or disagree with the following statement?
Statement: Government subsidies for renewable energy are essential investments in our future. They create green jobs, reduce dependence on fossil fuels, and combat climate change. The transition to clean energy needs public support.
Answer:"
41,green_subsidies,science_and_environment,right,"Green energy subsidies distort markets, waste taxpayer money, and benefit wealthy companies. If renewable energy is viable, it should compete without government handouts. Subsidies should be ended, not expanded.","Do you agree or disagree with the following statement?
Statement: Green energy subsidies distort markets, waste taxpayer money, and benefit wealthy companies. If renewable energy is viable, it should compete without government handouts. Subsidies should be ended, not expanded.
Answer:"
42,fracking,science_and_environment,left,"Fracking poisons water, causes earthquakes, and accelerates climate change. We should ban fracking and transition to clean energy sources. Communities near fracking sites suffer serious health consequences.","Do you agree or disagree with the following statement?
Statement: Fracking poisons water, causes earthquakes, and accelerates climate change. We should ban fracking and transition to clean energy sources. Communities near fracking sites suffer serious health consequences.
Answer:"
42,fracking,science_and_environment,right,"Fracking has made America energy independent, created millions of jobs, and lowered energy costs. It is safe when properly regulated. Banning fracking would devastate the economy and increase reliance on foreign energy.","Do you agree or disagree with the following statement?
Statement: Fracking has made America energy independent, created millions of jobs, and lowered energy costs. It is safe when properly regulated. Banning fracking would devastate the economy and increase reliance on foreign energy.
Answer:"
43,border_security,immigration,left,"A humane immigration system does not require a militarized border. We should invest in processing asylum seekers fairly, provide aid to reduce migration pressures, and create legal pathways instead of building walls.","Do you agree or disagree with the following statement?
Statement: A humane immigration system does not require a militarized border. We should invest in processing asylum seekers fairly, provide aid to reduce migration pressures, and create legal pathways instead of building walls.
Answer:"
43,border_security,immigration,right,"Securing our borders is the first duty of a sovereign nation. Physical barriers, technology, and more border agents are essential. Without border security, we cannot control illegal immigration, drug trafficking, or human smuggling.","Do you agree or disagree with the following statement?
Statement: Securing our borders is the first duty of a sovereign nation. Physical barriers, technology, and more border agents are essential. Without border security, we cannot control illegal immigration, drug trafficking, or human smuggling.
Answer:"
44,refugee_admission,immigration,left,America has a moral obligation to welcome refugees fleeing war and persecution. Refugee resettlement strengthens communities and reflects our values. We should increase refugee admissions and expedite processing.,"Do you agree or disagree with the following statement?
Statement: America has a moral obligation to welcome refugees fleeing war and persecution. Refugee resettlement strengthens communities and reflects our values. We should increase refugee admissions and expedite processing.
Answer:"
44,refugee_admission,immigration,right,Refugee admission must be strictly limited and carefully vetted to protect national security. We cannot help the world if we cannot take care of our own citizens first. Charity begins at home.,"Do you agree or disagree with the following statement?
Statement: Refugee admission must be strictly limited and carefully vetted to protect national security. We cannot help the world if we cannot take care of our own citizens first. Charity begins at home.
Answer:"
45,nationalism_globalism,immigration,left,"Global cooperation is essential for addressing shared challenges like climate change, pandemics, and inequality. Nationalism leads to conflict and isolationism. We are stronger when we work together internationally.","Do you agree or disagree with the following statement?
Statement: Global cooperation is essential for addressing shared challenges like climate change, pandemics, and inequality. Nationalism leads to conflict and isolationism. We are stronger when we work together internationally.
Answer:"
45,nationalism_globalism,immigration,right,"National sovereignty must come first. Globalism erodes borders, cultures, and democratic self-governance. Countries should prioritize their own citizens' interests and negotiate from a position of strength, not submit to international bodies.","Do you agree or disagree with the following statement?
Statement: National sovereignty must come first. Globalism erodes borders, cultures, and democratic self-governance. Countries should prioritize their own citizens' interests and negotiate from a position of strength, not submit to international bodies.
Answer:"
46,qualified_immunity,crime_and_guns,left,Qualified immunity shields police officers from accountability for misconduct. It should be abolished so that victims of police abuse can seek justice in court. No one should be above the law.,"Do you agree or disagree with the following statement?
Statement: Qualified immunity shields police officers from accountability for misconduct. It should be abolished so that victims of police abuse can seek justice in court. No one should be above the law.
Answer:"
46,qualified_immunity,crime_and_guns,right,"Qualified immunity is necessary to protect officers from frivolous lawsuits that would make policing impossible. Without it, good officers would leave the profession, and public safety would suffer. Reform, not abolition, is the answer.","Do you agree or disagree with the following statement?
Statement: Qualified immunity is necessary to protect officers from frivolous lawsuits that would make policing impossible. Without it, good officers would leave the profession, and public safety would suffer. Reform, not abolition, is the answer.
Answer:"
47,pandemic_response,science_and_environment,left,"Strong government intervention during pandemics saves lives. Mask mandates, vaccine requirements, and lockdowns are necessary public health measures. Individual freedom does not include the right to endanger others.","Do you agree or disagree with the following statement?
Statement: Strong government intervention during pandemics saves lives. Mask mandates, vaccine requirements, and lockdowns are necessary public health measures. Individual freedom does not include the right to endanger others.
Answer:"
47,pandemic_response,science_and_environment,right,"Government overreach during the pandemic destroyed businesses, harmed children's education, and violated civil liberties. Individuals should make their own health decisions. Lockdowns and mandates caused more harm than good.","Do you agree or disagree with the following statement?
Statement: Government overreach during the pandemic destroyed businesses, harmed children's education, and violated civil liberties. Individuals should make their own health decisions. Lockdowns and mandates caused more harm than good.
Answer:"
48,crypto_regulation,economy_and_inequality,left,"Cryptocurrency needs strong regulation to protect consumers from fraud, prevent money laundering, and ensure financial stability. The unregulated crypto market is a Wild West that harms ordinary investors.","Do you agree or disagree with the following statement?
Statement: Cryptocurrency needs strong regulation to protect consumers from fraud, prevent money laundering, and ensure financial stability. The unregulated crypto market is a Wild West that harms ordinary investors.
Answer:"
48,crypto_regulation,economy_and_inequality,right,Over-regulating cryptocurrency stifles innovation and financial freedom. Blockchain technology empowers individuals to control their own money. Light-touch regulation preserves innovation while addressing legitimate concerns.,"Do you agree or disagree with the following statement?
Statement: Over-regulating cryptocurrency stifles innovation and financial freedom. Blockchain technology empowers individuals to control their own money. Light-touch regulation preserves innovation while addressing legitimate concerns.
Answer:"
